date,day_idx,store_id,sku_id,day_of_week,is_weekend,temperature_c,is_tet_period,opening_stock,units_sold,lost_sales,closing_stock,units_received,promo
2024-07-17,43,5,4,2,0,26.0,0,140,25,0.0,115,0,0
2024-07-18,44,5,4,3,0,28.6,0,115,22,0.0,93,0,0
2024-06-04,0,5,5,1,0,29.9,0,96,7,0.0,89,0,0
2024-06-05,1,5,5,2,0,30.0,0,89,20,0.0,69,0,0
2024-06-06,2,5,5,3,0,27.6,0,69,10,0.0,59,0,0
2024-06-07,3,5,5,4,0,30.6,0,59,8,0.0,51,0,0
2024-06-08,4,5,5,5,1,28.7,0,51,16,0.0,35,0,0
2024-06-09,5,5,5,6,1,22.7,0,35,17,0.0,18,0,0
2024-06-10,6,5,5,0,0,27.9,0,18,14,0.0,91,87,0
2024-06-11,7,5,5,1,0,27.6,0,91,14,0.0,77,0,0
2024-06-12,8,5,5,2,0,26.3,0,77,16,0.0,61,0,0
2024-06-13,9,5,5,3,0,27.7,0,61,9,0.0,52,0,0
2024-06-14,10,5,5,4,0,27.5,0,52,11,0.0,41,0,0
2024-06-15,11,5,5,5,1,28.7,0,41,6,0.0,35,0,0
2024-06-16,12,5,5,6,1,29.8,0,35,20,0.0,15,0,0
2024-06-17,13,5,5,0,0,27.8,0,15,13,0.0,92,90,0
2024-06-18,14,5,5,1,0,27.9,0,92,13,0.0,79,0,0
2024-06-19,15,5,5,2,0,24.7,0,79,15,0.0,64,0,0
2024-06-20,16,5,5,3,0,28.2,0,64,8,0.0,56,0,0
2024-06-21,17,5,5,4,0,27.4,0,56,8,0.0,48,0,0
2024-06-22,18,5,5,5,1,29.5,0,48,12,0.0,36,0,0
2024-06-23,19,5,5,6,1,31.1,0,36,13,0.0,23,0,0
2024-06-24,20,5,5,0,0,28.2,0,23,15,0.0,90,82,0
2024-06-25,21,5,5,1,0,28.6,0,90,20,0.0,70,0,0
2024-06-26,22,5,5,2,0,26.0,0,70,6,0.0,64,0,0
2024-06-27,23,5,5,3,0,27.2,0,64,15,0.0,49,0,0
2024-06-28,24,5,5,4,0,31.2,0,49,12,0.0,37,0,0
2024-06-29,25,5,5,5,1,27.8,0,37,12,0.0,25,0,0
2024-06-30,26,5,5,6,1,27.4,0,25,15,0.0,10,0,0
2024-07-01,27,5,5,0,0,29.5,0,10,7,0.0,98,95,0
2024-07-02,28,5,5,1,0,28.0,0,98,15,0.0,83,0,0
2024-07-03,29,5,5,2,0,27.3,0,83,16,0.0,67,0,0
2024-07-04,30,5,5,3,0,28.6,0,67,11,0.0,56,0,0
2024-07-05,31,5,5,4,0,27.6,0,56,8,0.0,48,0,0
2024-07-06,32,5,5,5,1,29.8,0,48,20,0.0,28,0,0
2024-07-07,33,5,5,6,1,27.0,0,28,28,0.0,0,0,0
2024-07-08,34,5,5,0,0,28.7,0,0,16,0.0,89,105,0
2024-07-09,35,5,5,1,0,31.4,0,89,15,0.0,74,0,0
2024-07-10,36,5,5,2,0,27.1,0,74,14,0.0,60,0,0
2024-07-11,37,5,5,3,0,25.1,0,60,7,0.0,53,0,0
2024-07-12,38,5,5,4,0,29.4,0,53,13,0.0,40,0,0
2024-07-13,39,5,5,5,1,29.4,0,40,9,0.0,31,0,0
2024-07-14,40,5,5,6,1,27.3,0,31,8,0.0,23,0,0
2024-07-15,41,5,5,0,0,28.4,0,23,10,0.0,95,82,0
2024-07-16,42,5,5,1,0,28.2,0,95,6,0.0,89,0,0
2024-07-17,43,5,5,2,0,26.0,0,89,11,0.0,78,0,0
2024-07-18,44,5,5,3,0,28.6,0,78,13,0.0,65,0,0
2024-06-04,0,5,6,1,0,29.9,0,48,7,0.0,41,0,0
2024-06-05,1,5,6,2,0,30.0,0,41,6,0.0,35,0,0
2024-06-06,2,5,6,3,0,27.6,0,35,7,0.0,28,0,0
2024-06-07,3,5,6,4,0,30.6,0,28,9,0.0,19,0,0
2024-06-08,4,5,6,5,1,28.7,0,19,4,0.0,15,0,0
2024-06-09,5,5,6,6,1,22.7,0,15,4,0.0,11,0,0
2024-06-10,6,5,6,0,0,27.9,0,11,3,0.0,53,45,0
2024-06-11,7,5,6,1,0,27.6,0,53,6,0.0,47,0,0
2024-06-12,8,5,6,2,0,26.3,0,47,6,0.0,41,0,0
2024-06-13,9,5,6,3,0,27.7,0,41,4,0.0,37,0,0
2024-06-14,10,5,6,4,0,27.5,0,37,4,0.0,33,0,0
2024-06-15,11,5,6,5,1,28.7,0,33,6,0.0,27,0,0
2024-06-16,12,5,6,6,1,29.8,0,27,6,0.0,21,0,0
2024-06-17,13,5,6,0,0,27.8,0,21,8,0.0,48,35,0
2024-06-18,14,5,6,1,0,27.9,0,48,6,0.0,42,0,0
2024-06-19,15,5,6,2,0,24.7,0,42,5,0.0,37,0,0
2024-06-20,16,5,6,3,0,28.2,0,37,12,0.0,25,0,0
2024-06-21,17,5,6,4,0,27.4,0,25,11,0.0,14,0,0
2024-06-22,18,5,6,5,1,29.5,0,14,4,0.0,10,0,0
2024-06-23,19,5,6,6,1,31.1,0,10,6,0.0,4,0,0
2024-06-24,20,5,6,0,0,28.2,0,4,5,0.0,51,52,0
2024-06-25,21,5,6,1,0,28.6,0,51,7,0.0,44,0,0
2024-06-26,22,5,6,2,0,26.0,0,44,6,0.0,38,0,0
2024-06-27,23,5,6,3,0,27.2,0,38,4,0.0,34,0,0
2024-06-28,24,5,6,4,0,31.2,0,34,15,0.0,19,0,0
2024-06-29,25,5,6,5,1,27.8,0,19,7,0.0,12,0,0
2024-06-30,26,5,6,6,1,27.4,0,12,7,0.0,5,0,0
2024-07-01,27,5,6,0,0,29.5,0,5,10,0.0,46,51,0
2024-07-02,28,5,6,1,0,28.0,0,46,5,0.0,41,0,0
2024-07-03,29,5,6,2,0,27.3,0,41,9,0.0,32,0,0
2024-07-04,30,5,6,3,0,28.6,0,32,3,0.0,29,0,0
2024-07-05,31,5,6,4,0,27.6,0,29,8,0.0,21,0,0
2024-07-06,32,5,6,5,1,29.8,0,21,8,0.0,13,0,0
2024-07-07,33,5,6,6,1,27.0,0,13,13,0.0,0,0,0
2024-07-08,34,5,6,0,0,28.7,0,0,7,0.0,49,56,0
2024-07-09,35,5,6,1,0,31.4,0,49,5,0.0,44,0,0
2024-07-10,36,5,6,2,0,27.1,0,44,4,0.0,40,0,0
2024-07-11,37,5,6,3,0,25.1,0,40,3,0.0,37,0,0
2024-07-12,38,5,6,4,0,29.4,0,37,5,0.0,32,0,0
2024-07-13,39,5,6,5,1,29.4,0,32,10,0.0,22,0,0
2024-07-14,40,5,6,6,1,27.3,0,22,10,0.0,12,0,0
2024-07-15,41,5,6,0,0,28.4,0,12,7,0.0,49,44,0
2024-07-16,42,5,6,1,0,28.2,0,49,7,0.0,42,0,0
2024-07-17,43,5,6,2,0,26.0,0,42,7,0.0,35,0,0
2024-07-18,44,5,6,3,0,28.6,0,35,6,0.0,29,0,0
2024-06-04,0,5,7,1,0,29.9,0,25,5,0.0,20,0,0
2024-06-05,1,5,7,2,0,30.0,0,20,2,0.0,18,0,0
2024-06-06,2,5,7,3,0,27.6,0,18,1,0.0,17,0,0
2024-06-07,3,5,7,4,0,30.6,0,17,6,0.0,11,0,0
2024-06-08,4,5,7,5,1,28.7,0,11,10,0.0,1,0,0
2024-06-09,5,5,7,6,1,22.7,0,1,1,0.0,0,0,0
2024-06-10,6,5,7,0,0,27.9,0,0,2,0.0,31,33,0
2024-06-11,7,5,7,1,0,27.6,0,31,5,0.0,26,0,0
2024-06-12,8,5,7,2,0,26.3,0,26,4,0.0,22,0,0
2024-06-13,9,5,7,3,0,27.7,0,22,4,0.0,18,0,0
2024-06-14,10,5,7,4,0,27.5,0,18,3,0.0,15,0,0
2024-06-15,11,5,7,5,1,28.7,0,15,8,0.0,7,0,0
2024-06-16,12,5,7,6,1,29.8,0,7,4,0.0,3,0,0
2024-06-17,13,5,7,0,0,27.8,0,3,3,0.0,30,30,0
2024-06-18,14,5,7,1,0,27.9,0,30,3,0.0,27,0,0
2024-06-19,15,5,7,2,0,24.7,0,27,3,0.0,24,0,0
2024-06-20,16,5,7,3,0,28.2,0,24,0,0.0,24,0,0
2024-06-21,17,5,7,4,0,27.4,0,24,6,0.0,18,0,0
2024-06-22,18,5,7,5,1,29.5,0,18,3,0.0,15,0,0
2024-06-23,19,5,7,6,1,31.1,0,15,5,0.0,10,0,0
2024-06-24,20,5,7,0,0,28.2,0,10,2,0.0,31,23,0
2024-06-25,21,5,7,1,0,28.6,0,31,6,0.0,25,0,0
2024-06-26,22,5,7,2,0,26.0,0,25,4,0.0,21,0,0
2024-06-27,23,5,7,3,0,27.2,0,21,5,0.0,16,0,0
2024-06-28,24,5,7,4,0,31.2,0,16,3,0.0,13,0,0
2024-06-29,25,5,7,5,1,27.8,0,13,6,0.0,7,0,0
2024-06-30,26,5,7,6,1,27.4,0,7,7,0.0,0,0,0
2024-07-01,27,5,7,0,0,29.5,0,0,4,0.0,29,33,0
2024-07-02,28,5,7,1,0,28.0,0,29,6,0.0,23,0,0
2024-07-03,29,5,7,2,0,27.3,0,23,6,0.0,17,0,0
2024-07-04,30,5,7,3,0,28.6,0,17,2,0.0,15,0,0
2024-07-05,31,5,7,4,0,27.6,0,15,4,0.0,11,0,0
2024-07-06,32,5,7,5,1,29.8,0,11,6,0.0,5,0,0
2024-07-07,33,5,7,6,1,27.0,0,5,3,0.0,2,0,0
2024-07-08,34,5,7,0,0,28.7,0,2,9,0.0,24,31,0
2024-07-09,35,5,7,1,0,31.4,0,24,2,0.0,22,0,0
2024-07-10,36,5,7,2,0,27.1,0,22,4,0.0,18,0,0
2024-07-11,37,5,7,3,0,25.1,0,18,2,0.0,16,0,0
2024-07-12,38,5,7,4,0,29.4,0,16,3,0.0,13,0,0
2024-07-13,39,5,7,5,1,29.4,0,13,5,0.0,8,0,0
2024-07-14,40,5,7,6,1,27.3,0,8,5,0.0,3,0,0
2024-07-15,41,5,7,0,0,28.4,0,3,1,0.0,32,30,0
2024-07-16,42,5,7,1,0,28.2,0,32,4,0.0,28,0,0
2024-07-17,43,5,7,2,0,26.0,0,28,4,0.0,24,0,0
2024-07-18,44,5,7,3,0,28.6,0,24,5,0.0,19,0,0
2024-06-04,0,5,8,1,0,29.9,0,258,43,0.0,215,0,0
2024-06-05,1,5,8,2,0,30.0,0,215,45,0.0,170,0,0
2024-06-06,2,5,8,3,0,27.6,0,170,26,0.0,144,0,0
2024-06-07,3,5,8,4,0,30.6,0,144,39,0.0,105,0,0
2024-06-08,4,5,8,5,1,28.7,0,105,46,0.0,59,0,0
2024-06-09,5,5,8,6,1,22.7,0,59,26,0.0,33,0,0
2024-06-10,6,5,8,0,0,27.9,0,33,31,0.0,267,265,0
2024-06-11,7,5,8,1,0,27.6,0,267,32,0.0,235,0,0
2024-06-12,8,5,8,2,0,26.3,0,235,35,0.0,200,0,0
2024-06-13,9,5,8,3,0,27.7,0,200,36,0.0,164,0,0
2024-06-14,10,5,8,4,0,27.5,0,164,30,0.0,134,0,0
2024-06-15,11,5,8,5,1,28.7,0,134,49,0.0,85,0,0
2024-06-16,12,5,8,6,1,29.8,0,85,41,0.0,44,0,0
2024-06-17,13,5,8,0,0,27.8,0,44,42,0.0,256,254,0
2024-06-18,14,5,8,1,0,27.9,0,256,30,0.0,226,0,0
2024-06-19,15,5,8,2,0,24.7,0,226,31,0.0,195,0,0
2024-06-20,16,5,8,3,0,28.2,0,195,42,0.0,153,0,0
2024-06-21,17,5,8,4,0,27.4,0,153,28,0.0,125,0,0
2024-06-22,18,5,8,5,1,29.5,0,125,51,0.0,74,0,0
2024-06-23,19,5,8,6,1,31.1,0,74,43,0.0,31,0,0
2024-06-24,20,5,8,0,0,28.2,0,31,43,0.0,255,267,0
2024-06-25,21,5,8,1,0,28.6,0,255,41,0.0,214,0,0
2024-06-26,22,5,8,2,0,26.0,0,214,61,0.0,153,0,0
2024-06-27,23,5,8,3,0,27.2,0,153,43,0.0,110,0,0
2024-06-28,24,5,8,4,0,31.2,0,110,34,0.0,76,0,0
2024-06-29,25,5,8,5,1,27.8,0,76,35,0.0,41,0,0
2024-06-30,26,5,8,6,1,27.4,0,41,41,0.0,0,0,0
2024-07-01,27,5,8,0,0,29.5,0,0,39,0.0,259,298,0
2024-07-02,28,5,8,1,0,28.0,0,259,42,0.0,217,0,0
2024-07-03,29,5,8,2,0,27.3,0,217,32,0.0,185,0,0
2024-07-04,30,5,8,3,0,28.6,0,185,50,0.0,135,0,0
2024-07-05,31,5,8,4,0,27.6,0,135,30,0.0,105,0,0
2024-07-06,32,5,8,5,1,29.8,0,105,28,0.0,77,0,0
2024-07-07,33,5,8,6,1,27.0,0,77,34,0.0,43,0,0
2024-07-08,34,5,8,0,0,28.7,0,43,32,0.0,266,255,0
2024-07-09,35,5,8,1,0,31.4,0,266,41,0.0,225,0,0
2024-07-10,36,5,8,2,0,27.1,0,225,35,0.0,190,0,0
2024-07-11,37,5,8,3,0,25.1,0,190,29,0.0,161,0,0
2024-07-12,38,5,8,4,0,29.4,0,161,40,0.0,121,0,0
2024-07-13,39,5,8,5,1,29.4,0,121,41,0.0,80,0,0
2024-07-14,40,5,8,6,1,27.3,0,80,40,0.0,40,0,0
2024-07-15,41,5,8,0,0,28.4,0,40,32,0.0,266,258,0
2024-07-16,42,5,8,1,0,28.2,0,266,35,0.0,231,0,0
2024-07-17,43,5,8,2,0,26.0,0,231,30,0.0,201,0,0
2024-07-18,44,5,8,3,0,28.6,0,201,45,0.0,156,0,0
2024-06-04,0,5,9,1,0,29.9,0,12,21,0.0,10,19,0
2024-06-05,1,5,9,2,0,30.0,0,10,21,0.0,10,21,0
2024-06-06,2,5,9,3,0,27.6,0,10,23,0.0,8,21,0
2024-06-07,3,5,9,4,0,30.6,0,8,31,0.0,0,23,0
2024-06-08,4,5,9,5,1,28.7,0,0,29,0.0,2,31,0
2024-06-09,5,5,9,6,1,22.7,0,2,29,0.0,2,29,0
2024-06-10,6,5,9,0,0,27.9,0,2,19,0.0,12,29,0
2024-06-11,7,5,9,1,0,27.6,0,12,12,0.0,19,19,0
2024-06-12,8,5,9,2,0,26.3,0,19,15,0.0,16,12,0
2024-06-13,9,5,9,3,0,27.7,0,16,14,0.0,17,15,0
2024-06-14,10,5,9,4,0,27.5,0,17,18,0.0,13,14,0
2024-06-15,11,5,9,5,1,28.7,0,13,21,0.0,10,18,0
2024-06-16,12,5,9,6,1,29.8,0,10,24,0.0,7,21,0
2024-06-17,13,5,9,0,0,27.8,0,7,18,0.0,13,24,0
2024-06-18,14,5,9,1,0,27.9,0,13,23,0.0,8,18,0
2024-06-19,15,5,9,2,0,24.7,0,8,16,0.0,15,23,0
2024-06-20,16,5,9,3,0,28.2,0,15,21,0.0,10,16,0
2024-06-21,17,5,9,4,0,27.4,0,10,18,0.0,13,21,0
2024-06-22,18,5,9,5,1,29.5,0,13,19,0.0,12,18,0
2024-06-23,19,5,9,6,1,31.1,0,12,25,0.0,6,19,0
2024-06-24,20,5,9,0,0,28.2,0,6,24,0.0,7,25,0
2024-06-25,21,5,9,1,0,28.6,0,7,16,0.0,15,24,0
2024-06-26,22,5,9,2,0,26.0,0,15,16,0.0,15,16,0
2024-06-27,23,5,9,3,0,27.2,0,15,16,0.0,15,16,0
2024-06-28,24,5,9,4,0,31.2,0,15,19,0.0,12,16,0
2024-06-29,25,5,9,5,1,27.8,0,12,24,0.0,7,19,0
2024-06-30,26,5,9,6,1,27.4,0,7,18,0.0,13,24,0
2024-07-01,27,5,9,0,0,29.5,0,13,19,0.0,12,18,0
2024-07-02,28,5,9,1,0,28.0,0,12,19,0.0,12,19,0
2024-07-03,29,5,9,2,0,27.3,0,12,11,0.0,20,19,0
2024-07-04,30,5,9,3,0,28.6,0,20,18,0.0,13,11,0
2024-07-05,31,5,9,4,0,27.6,0,13,30,0.0,1,18,0
2024-07-06,32,5,9,5,1,29.8,0,1,25,0.0,6,30,0
2024-07-07,33,5,9,6,1,27.0,0,6,10,0.0,21,25,0
2024-07-08,34,5,9,0,0,28.7,0,21,19,0.0,12,10,0
2024-07-09,35,5,9,1,0,31.4,0,12,19,0.0,12,19,0
2024-07-10,36,5,9,2,0,27.1,0,12,15,0.0,16,19,0
2024-07-11,37,5,9,3,0,25.1,0,16,17,0.0,14,15,0
2024-07-12,38,5,9,4,0,29.4,0,14,20,0.0,11,17,0
2024-07-13,39,5,9,5,1,29.4,0,11,22,0.0,9,20,0
2024-07-14,40,5,9,6,1,27.3,0,9,16,0.0,15,22,0
2024-07-15,41,5,9,0,0,28.4,0,15,15,0.0,16,16,0
2024-07-16,42,5,9,1,0,28.2,0,16,17,0.0,14,15,0
2024-07-17,43,5,9,2,0,26.0,0,14,23,0.0,8,17,0
2024-07-18,44,5,9,3,0,28.6,0,8,15,0.0,16,23,0
2024-06-04,0,5,10,1,0,29.9,0,152,26,0.0,126,0,0
2024-06-05,1,5,10,2,0,30.0,0,126,21,0.0,105,0,0
2024-06-06,2,5,10,3,0,27.6,0,105,28,0.0,77,0,0
2024-06-07,3,5,10,4,0,30.6,0,77,17,0.0,60,0,0
2024-06-08,4,5,10,5,1,28.7,0,60,29,0.0,31,0,0
2024-06-09,5,5,10,6,1,22.7,0,31,31,0.0,0,0,0
2024-06-10,6,5,10,0,0,27.9,0,0,23,0.0,144,167,0
2024-06-11,7,5,10,1,0,27.6,0,144,16,0.0,128,0,0
2024-06-12,8,5,10,2,0,26.3,0,128,17,0.0,111,0,0
2024-06-13,9,5,10,3,0,27.7,0,111,21,0.0,90,0,0
2024-06-14,10,5,10,4,0,27.5,0,90,28,0.0,62,0,0
2024-06-15,11,5,10,5,1,28.7,0,62,27,0.0,35,0,0
2024-06-16,12,5,10,6,1,29.8,0,35,34,0.0,1,0,0
2024-06-17,13,5,10,0,0,27.8,0,1,15,0.0,152,166,0
2024-06-18,14,5,10,1,0,27.9,0,152,20,0.0,132,0,0
2024-06-19,15,5,10,2,0,24.7,0,132,19,0.0,113,0,0
2024-06-20,16,5,10,3,0,28.2,0,113,16,0.0,97,0,0
2024-06-21,17,5,10,4,0,27.4,0,97,9,0.0,88,0,0
2024-06-22,18,5,10,5,1,29.5,0,88,25,0.0,63,0,0
2024-06-23,19,5,10,6,1,31.1,0,63,24,0.0,39,0,0
2024-06-24,20,5,10,0,0,28.2,0,39,15,0.0,152,128,0
2024-06-25,21,5,10,1,0,28.6,0,152,15,0.0,137,0,0
2024-06-26,22,5,10,2,0,26.0,0,137,25,0.0,112,0,0
2024-06-27,23,5,10,3,0,27.2,0,112,22,0.0,90,0,0
2024-06-28,24,5,10,4,0,31.2,0,90,13,0.0,77,0,0
2024-06-29,25,5,10,5,1,27.8,0,77,16,0.0,61,0,0
2024-06-30,26,5,10,6,1,27.4,0,61,28,0.0,33,0,0
2024-07-01,27,5,10,0,0,29.5,0,33,21,0.0,146,134,0
2024-07-02,28,5,10,1,0,28.0,0,146,14,0.0,132,0,0
2024-07-03,29,5,10,2,0,27.3,0,132,15,0.0,117,0,0
2024-07-04,30,5,10,3,0,28.6,0,117,18,0.0,99,0,0
2024-07-05,31,5,10,4,0,27.6,0,99,15,0.0,84,0,0
2024-07-06,32,5,10,5,1,29.8,0,84,20,0.0,64,0,0
2024-07-07,33,5,10,6,1,27.0,0,64,16,0.0,48,0,0
2024-07-08,34,5,10,0,0,28.7,0,48,23,0.0,144,119,0
2024-07-09,35,5,10,1,0,31.4,0,144,22,0.0,122,0,0
2024-07-10,36,5,10,2,0,27.1,0,122,15,0.0,107,0,0
2024-07-11,37,5,10,3,0,25.1,0,107,20,0.0,87,0,0
2024-07-12,38,5,10,4,0,29.4,0,87,10,0.0,77,0,0
2024-07-13,39,5,10,5,1,29.4,0,77,19,0.0,58,0,0
2024-07-14,40,5,10,6,1,27.3,0,58,21,0.0,37,0,0
2024-07-15,41,5,10,0,0,28.4,0,37,14,0.0,153,130,0
2024-07-16,42,5,10,1,0,28.2,0,153,15,0.0,138,0,0
2024-07-17,43,5,10,2,0,26.0,0,138,21,0.0,117,0,0
2024-07-18,44,5,10,3,0,28.6,0,117,17,0.0,100,0,0
2024-06-04,0,5,11,1,0,29.9,0,84,14,0.0,70,0,0
2024-06-05,1,5,11,2,0,30.0,0,70,10,0.0,60,0,0
2024-06-06,2,5,11,3,0,27.6,0,60,6,0.0,54,0,0
2024-06-07,3,5,11,4,0,30.6,0,54,11,0.0,43,0,0
2024-06-08,4,5,11,5,1,28.7,0,43,17,0.0,26,0,0
2024-06-09,5,5,11,6,1,22.7,0,26,16,0.0,10,0,0
2024-06-10,6,5,11,0,0,27.9,0,10,14,0.0,79,83,0
2024-06-11,7,5,11,1,0,27.6,0,79,16,0.0,63,0,0
2024-06-12,8,5,11,2,0,26.3,0,63,10,0.0,53,0,0
2024-06-13,9,5,11,3,0,27.7,0,53,10,0.0,43,0,0
2024-06-14,10,5,11,4,0,27.5,0,43,15,0.0,28,0,0
2024-06-15,11,5,11,5,1,28.7,0,28,15,0.0,13,0,0
2024-06-16,12,5,11,6,1,29.8,0,13,13,0.0,0,0,0
2024-06-17,13,5,11,0,0,27.8,0,0,8,0.0,85,93,0
2024-06-18,14,5,11,1,0,27.9,0,85,10,0.0,75,0,0
2024-06-19,15,5,11,2,0,24.7,0,75,9,0.0,66,0,0
2024-06-20,16,5,11,3,0,28.2,0,66,14,0.0,52,0,0
2024-06-21,17,5,11,4,0,27.4,0,52,14,0.0,38,0,0
2024-06-22,18,5,11,5,1,29.5,0,38,14,0.0,24,0,0
2024-06-23,19,5,11,6,1,31.1,0,24,7,0.0,17,0,0
2024-06-24,20,5,11,0,0,28.2,0,17,11,0.0,82,76,0
2024-06-25,21,5,11,1,0,28.6,0,82,13,0.0,69,0,0
2024-06-26,22,5,11,2,0,26.0,0,69,10,0.0,59,0,0
2024-06-27,23,5,11,3,0,27.2,0,59,10,0.0,49,0,0
2024-06-28,24,5,11,4,0,31.2,0,49,9,0.0,40,0,0
2024-06-29,25,5,11,5,1,27.8,0,40,18,0.0,22,0,0
2024-06-30,26,5,11,6,1,27.4,0,22,10,0.0,12,0,0
2024-07-01,27,5,11,0,0,29.5,0,12,9,0.0,84,81,0
2024-07-02,28,5,11,1,0,28.0,0,84,9,0.0,75,0,0
2024-07-03,29,5,11,2,0,27.3,0,75,15,0.0,60,0,0
2024-07-04,30,5,11,3,0,28.6,0,60,16,0.0,44,0,0
2024-07-05,31,5,11,4,0,27.6,0,44,7,0.0,37,0,0
2024-07-06,32,5,11,5,1,29.8,0,37,15,0.0,22,0,0
2024-07-07,33,5,11,6,1,27.0,0,22,16,0.0,6,0,0
2024-07-08,34,5,11,0,0,28.7,0,6,15,0.0,78,87,0
2024-07-09,35,5,11,1,0,31.4,0,78,18,0.0,60,0,0
2024-07-10,36,5,11,2,0,27.1,0,60,6,0.0,54,0,0
2024-07-11,37,5,11,3,0,25.1,0,54,8,0.0,46,0,0
2024-07-12,38,5,11,4,0,29.4,0,46,15,0.0,31,0,0
2024-07-13,39,5,11,5,1,29.4,0,31,18,0.0,13,0,0
2024-07-14,40,5,11,6,1,27.3,0,13,13,0.0,0,0,0
2024-07-15,41,5,11,0,0,28.4,0,0,9,0.0,84,93,0
2024-07-16,42,5,11,1,0,28.2,0,84,8,0.0,76,0,0
2024-07-17,43,5,11,2,0,26.0,0,76,17,0.0,59,0,0
2024-07-18,44,5,11,3,0,28.6,0,59,12,0.0,47,0,0
2024-06-04,0,5,12,1,0,29.9,0,1,11,0.0,64,74,0
2024-06-05,1,5,12,2,0,30.0,0,64,13,0.0,51,0,0
2024-06-06,2,5,12,3,0,27.6,0,51,18,0.0,33,0,0
2024-06-07,3,5,12,4,0,30.6,0,33,10,0.0,23,0,0
2024-06-08,4,5,12,5,1,28.7,0,23,13,0.0,10,0,0
2024-06-09,5,5,12,6,1,22.7,0,10,9,0.0,66,65,0
2024-06-10,6,5,12,0,0,27.9,0,66,12,0.0,54,0,0
2024-06-11,7,5,12,1,0,27.6,0,54,18,0.0,36,0,0
2024-06-12,8,5,12,2,0,26.3,0,36,9,0.0,27,0,0
2024-06-13,9,5,12,3,0,27.7,0,27,6,0.0,21,0,0
2024-06-14,10,5,12,4,0,27.5,0,21,5,0.0,70,54,0
2024-06-15,11,5,12,5,1,28.7,0,70,7,0.0,63,0,0
2024-06-16,12,5,12,6,1,29.8,0,63,9,0.0,54,0,0
2024-06-17,13,5,12,0,0,27.8,0,54,13,0.0,41,0,0
2024-06-18,14,5,12,1,0,27.9,0,41,8,0.0,33,0,0
2024-06-19,15,5,12,2,0,24.7,0,33,12,0.0,63,42,0
2024-06-20,16,5,12,3,0,28.2,0,63,11,0.0,52,0,0
2024-06-21,17,5,12,4,0,27.4,0,52,7,0.0,45,0,0
2024-06-22,18,5,12,5,1,29.5,0,45,17,0.0,28,0,0
2024-06-23,19,5,12,6,1,31.1,0,28,14,0.0,14,0,0
2024-06-24,20,5,12,0,0,28.2,0,14,9,0.0,66,61,0
2024-06-25,21,5,12,1,0,28.6,0,66,9,0.0,57,0,0
2024-06-26,22,5,12,2,0,26.0,0,57,15,0.0,42,0,0
2024-06-27,23,5,12,3,0,27.2,0,42,13,0.0,29,0,0
2024-06-28,24,5,12,4,0,31.2,0,29,5,0.0,24,0,0
2024-06-29,25,5,12,5,1,27.8,0,24,8,0.0,67,51,0
2024-06-30,26,5,12,6,1,27.4,0,67,10,0.0,57,0,0
2024-07-01,27,5,12,0,0,29.5,0,57,11,0.0,46,0,0
2024-07-02,28,5,12,1,0,28.0,0,46,13,0.0,33,0,0
2024-07-03,29,5,12,2,0,27.3,0,33,12,0.0,21,0,0
2024-07-04,30,5,12,3,0,28.6,0,21,22,0.0,53,54,0
2024-07-05,31,5,12,4,0,27.6,0,53,6,0.0,47,0,0
2024-07-06,32,5,12,5,1,29.8,0,47,18,0.0,29,0,0
2024-07-07,33,5,12,6,1,27.0,0,29,16,0.0,13,0,0
2024-07-08,34,5,12,0,0,28.7,0,13,13,0.0,0,0,0
2024-07-09,35,5,12,1,0,31.4,0,0,17,0.0,58,75,0
2024-07-10,36,5,12,2,0,27.1,0,58,13,0.0,45,0,0
2024-07-11,37,5,12,3,0,25.1,0,45,9,0.0,36,0,0
2024-07-12,38,5,12,4,0,29.4,0,36,9,0.0,27,0,0
2024-07-13,39,5,12,5,1,29.4,0,27,8,0.0,19,0,0
2024-07-14,40,5,12,6,1,27.3,0,19,12,0.0,63,56,0
2024-07-15,41,5,12,0,0,28.4,0,63,4,0.0,59,0,0
2024-07-16,42,5,12,1,0,28.2,0,59,11,0.0,48,0,0
2024-07-17,43,5,12,2,0,26.0,0,48,7,0.0,41,0,0
2024-07-18,44,5,12,3,0,28.6,0,41,14,0.0,27,0,0
2024-06-04,0,6,1,1,0,30.9,0,290,46,0.0,244,0,0
2024-06-05,1,6,1,2,0,29.2,0,244,47,0.0,197,0,0
2024-06-06,2,6,1,3,0,26.6,0,197,39,0.0,158,0,0
2024-06-07,3,6,1,4,0,33.8,0,158,47,0.0,111,0,0
2024-06-08,4,6,1,5,1,31.7,0,111,50,0.0,61,0,0
2024-06-09,5,6,1,6,1,31.4,0,61,42,0.0,19,0,0
2024-06-10,6,6,1,0,0,29.9,0,19,36,0.0,312,329,0
2024-06-11,7,6,1,1,0,28.2,0,312,30,0.0,282,0,0
2024-06-12,8,6,1,2,0,30.7,0,282,47,0.0,235,0,0
2024-06-13,9,6,1,3,0,33.1,0,235,43,0.0,192,0,0
2024-06-14,10,6,1,4,0,32.7,0,192,46,0.0,146,0,0
2024-06-15,11,6,1,5,1,29.9,0,146,45,0.0,101,0,0
2024-06-16,12,6,1,6,1,30.2,0,101,43,0.0,58,0,0
2024-06-17,13,6,1,0,0,28.3,0,58,38,0.0,310,290,0
